# header
# energy = 14400.0 eV
# sdd = 0.670000 m
# alpha = 0.072789 deg
# beta = 0.072793 deg
# tth = 0.477228 deg
# qxy0 = 0.060782 /A
# expo_time = 30 sec
# monitor_3_ave = 3.357593 /sec
# px_size = 0.000172 m
# roi_x = 25
# roi_y = 86
# roi_dy = 3
# chamber_id = 0
# data
# idx	beta	intensity	qz
97.000000 1.131704 77.912239 0.153402
98.000000 1.146407 103.882985 0.155274
99.000000 1.161111 89.898737 0.157147
100.000000 1.175814 86.902112 0.159019
101.000000 1.190517 81.907738 0.160891
102.000000 1.205221 83.905488 0.162764
103.000000 1.219924 96.890861 0.164636
104.000000 1.234626 85.903237 0.166508
105.000000 1.249329 74.915614 0.168380
106.000000 1.264031 94.893111 0.170252
107.000000 1.278734 89.898737 0.172124
108.000000 1.293436 84.904363 0.173997
109.000000 1.308138 77.912239 0.175869
110.000000 1.322840 91.896487 0.177741
111.000000 1.337541 100.886360 0.179613
112.000000 1.352243 93.894236 0.181485
113.000000 1.366944 101.885235 0.183357
114.000000 1.381646 76.913364 0.185228
115.000000 1.396347 74.915614 0.187100
116.000000 1.411047 85.903237 0.188972
117.000000 1.425748 84.904363 0.190844
118.000000 1.440449 91.896487 0.192716
119.000000 1.455149 84.904363 0.194587
120.000000 1.469849 82.906613 0.196459
121.000000 1.484549 88.899862 0.198331
122.000000 1.499249 93.894236 0.200202
123.000000 1.513948 76.913364 0.202074
124.000000 1.528648 82.906613 0.203945
125.000000 1.543347 104.881860 0.205817
126.000000 1.558046 89.898737 0.207688
127.000000 1.572744 86.902112 0.209560
128.000000 1.587443 94.893111 0.211431
129.000000 1.602141 97.889736 0.213303
130.000000 1.616840 97.889736 0.215174
131.000000 1.631538 95.891986 0.217045
132.000000 1.646235 75.914489 0.218916
133.000000 1.660933 102.884110 0.220788
134.000000 1.675630 106.879609 0.222659
135.000000 1.690328 72.917864 0.224530
136.000000 1.705024 89.898737 0.226401
137.000000 1.719721 91.896487 0.228272
138.000000 1.734418 93.894236 0.230143
139.000000 1.749114 78.911113 0.232014
140.000000 1.763810 81.907738 0.233885
141.000000 1.778506 99.887485 0.235756
142.000000 1.793202 103.882985 0.237626
143.000000 1.807897 76.913364 0.239497
144.000000 1.822592 88.899862 0.241368
145.000000 1.837287 91.896487 0.243239
146.000000 1.851982 83.905488 0.245109
147.000000 1.866676 90.897612 0.246980
148.000000 1.881370 81.907738 0.248850
149.000000 1.896064 100.886360 0.250721
150.000000 1.910758 88.899862 0.252591
151.000000 1.925452 88.899862 0.254462
152.000000 1.940145 91.896487 0.256332
153.000000 1.954838 95.891986 0.258202
154.000000 1.969531 85.903237 0.260073
155.000000 1.984223 88.899862 0.261943
156.000000 1.998916 94.893111 0.263813
157.000000 2.013608 79.909988 0.265683
158.000000 2.028299 86.902112 0.267553
159.000000 2.042991 94.893111 0.269423
160.000000 2.057682 86.902112 0.271293
161.000000 2.072373 88.899862 0.273163
162.000000 2.087064 93.894236 0.275033
163.000000 2.101754 91.896487 0.276903
164.000000 2.116445 88.899862 0.278773
165.000000 2.131134 74.915614 0.280642
166.000000 2.145824 86.902112 0.282512
167.000000 2.160513 80.908863 0.284382
168.000000 2.175203 86.902112 0.286251
169.000000 2.189891 80.908863 0.288121
170.000000 2.204580 84.904363 0.289990
171.000000 2.219268 80.908863 0.291859
172.000000 2.233956 96.890861 0.293729
173.000000 2.248644 88.899862 0.295598
174.000000 2.263331 91.896487 0.297467
175.000000 2.278019 94.893111 0.299336
176.000000 2.292705 99.887485 0.301206
177.000000 2.307392 81.907738 0.303075
178.000000 2.322078 79.909988 0.304944
179.000000 2.336764 113.871733 0.306813
180.000000 2.351450 87.900987 0.308681
181.000000 2.366135 94.893111 0.310550
182.000000 2.380820 85.903237 0.312419
183.000000 2.395505 81.907738 0.314288
184.000000 2.410189 102.884110 0.316156
185.000000 2.424874 77.912239 0.318025
186.000000 2.439557 81.907738 0.319894
187.000000 2.454241 92.895361 0.321762
188.000000 2.468924 79.909988 0.323630
189.000000 2.483607 75.914489 0.325499
190.000000 2.498290 99.887485 0.327367
191.000000 2.512972 78.911113 0.329235
192.000000 2.527654 97.889736 0.331104
193.000000 2.542335 68.922365 0.332972
194.000000 2.557017 81.907738 0.334840
195.000000 2.571698 65.925740 0.336708
196.000000 2.586378 94.893111 0.338576
197.000000 2.601059 68.922365 0.340443
198.000000 2.615739 93.894236 0.342311
199.000000 2.630418 81.907738 0.344179
200.000000 2.645098 86.902112 0.346047
201.000000 2.659777 101.885235 0.347914
202.000000 2.674455 82.906613 0.349782
203.000000 2.689134 70.920115 0.351649
204.000000 2.703811 90.897612 0.353517
205.000000 2.718489 80.908863 0.355384
206.000000 2.733166 91.896487 0.357251
207.000000 2.747843 72.917864 0.359118
208.000000 2.762520 77.912239 0.360986
209.000000 2.777196 73.916739 0.362853
210.000000 2.791872 99.887485 0.364720
211.000000 2.806547 76.913364 0.366587
212.000000 2.821222 92.895361 0.368453
213.000000 2.835897 85.903237 0.370320
214.000000 2.850572 76.913364 0.372187
215.000000 2.865246 90.897612 0.374054
216.000000 2.879919 100.886360 0.375920
217.000000 2.894593 96.890861 0.377787
218.000000 2.909266 90.897612 0.379653
219.000000 2.923938 104.881860 0.381519
220.000000 2.938610 74.915614 0.383386
221.000000 2.953282 75.914489 0.385252
222.000000 2.967954 72.917864 0.387118
223.000000 2.982625 97.889736 0.388984
224.000000 2.997295 88.899862 0.390850
225.000000 3.011966 80.908863 0.392716
226.000000 3.026635 74.915614 0.394582
227.000000 3.041305 75.914489 0.396448
228.000000 3.055974 91.896487 0.398313
229.000000 3.070643 80.908863 0.400179
230.000000 3.085311 94.893111 0.402045
231.000000 3.099979 89.898737 0.403910
232.000000 3.114647 76.913364 0.405775
233.000000 3.129314 103.882985 0.407641
234.000000 3.143981 95.891986 0.409506
235.000000 3.158647 73.916739 0.411371
236.000000 3.173313 75.914489 0.413236
237.000000 3.187978 88.899862 0.415101
238.000000 3.202643 74.915614 0.416966
239.000000 3.217308 83.905488 0.418831
240.000000 3.231973 75.914489 0.420696
241.000000 3.246636 80.908863 0.422561
242.000000 3.261300 80.908863 0.424425
243.000000 3.275963 76.913364 0.426290
244.000000 3.290626 76.913364 0.428154
245.000000 3.305288 84.904363 0.430019
246.000000 3.319950 95.891986 0.431883
247.000000 3.334611 82.906613 0.433747
248.000000 3.349272 77.912239 0.435611
249.000000 3.363932 93.894236 0.437475
250.000000 3.378592 75.914489 0.439339
251.000000 3.393252 91.896487 0.441203
252.000000 3.407911 92.895361 0.443067
253.000000 3.422570 77.912239 0.444931
254.000000 3.437228 80.908863 0.446794
255.000000 3.451886 96.890861 0.448658
256.000000 3.466544 97.889736 0.450521
257.000000 3.481201 93.894236 0.452385
258.000000 3.495857 84.904363 0.454248
259.000000 3.510513 67.923490 0.456111
260.000000 3.525169 80.908863 0.457974
261.000000 3.539824 73.916739 0.459837
262.000000 3.554479 82.906613 0.461700
263.000000 3.569133 76.913364 0.463563
264.000000 3.583787 85.903237 0.465426
265.000000 3.598440 87.900987 0.467288
266.000000 3.613093 82.906613 0.469151
267.000000 3.627746 79.909988 0.471014
268.000000 3.642398 78.911113 0.472876
269.000000 3.657049 68.922365 0.474738
270.000000 3.671700 80.908863 0.476601
271.000000 3.686351 65.925740 0.478463
272.000000 3.701001 71.918989 0.480325
273.000000 3.715651 77.912239 0.482187
274.000000 3.730300 82.906613 0.484049
275.000000 3.744948 76.913364 0.485910
276.000000 3.759597 92.895361 0.487772
277.000000 3.774244 85.903237 0.489634
278.000000 3.788892 73.916739 0.491495
279.000000 3.803538 76.913364 0.493356
280.000000 3.818185 87.900987 0.495218
281.000000 3.832830 76.913364 0.497079
282.000000 3.847476 83.905488 0.498940
283.000000 3.862120 71.918989 0.500801
284.000000 3.876765 54.938117 0.502662
285.000000 3.891408 84.904363 0.504523
286.000000 3.906052 75.914489 0.506384
287.000000 3.920695 74.915614 0.508244
288.000000 3.935337 76.913364 0.510105
289.000000 3.949979 72.917864 0.511965
290.000000 3.964620 81.907738 0.513826
291.000000 3.979261 73.916739 0.515686
292.000000 3.993901 77.912239 0.517546
293.000000 4.008541 84.904363 0.519406
294.000000 4.023180 62.929116 0.521266
295.000000 4.037818 77.912239 0.523126
296.000000 4.052457 79.909988 0.524986
297.000000 4.067094 68.922365 0.526845
298.000000 4.081731 81.907738 0.528705
299.000000 4.096368 99.887485 0.530564
300.000000 4.111004 70.920115 0.532424
301.000000 4.125640 76.913364 0.534283
302.000000 4.140275 95.891986 0.536142
303.000000 4.154909 70.920115 0.538001
304.000000 4.169543 72.917864 0.539860
305.000000 4.184177 63.927991 0.541719
306.000000 4.198810 94.893111 0.543578
307.000000 4.213442 85.903237 0.545436
308.000000 4.228074 65.925740 0.547295
309.000000 4.242705 78.911113 0.549153
310.000000 4.257336 70.920115 0.551012
311.000000 4.271966 91.896487 0.552870
312.000000 4.286595 94.893111 0.554728
313.000000 4.301225 64.926865 0.556586
314.000000 4.315853 69.921240 0.558444
315.000000 4.330481 60.931366 0.560302
316.000000 4.345108 82.906613 0.562159
317.000000 4.359735 73.916739 0.564017
318.000000 4.374362 73.916739 0.565875
319.000000 4.388987 77.912239 0.567732
320.000000 4.403613 77.912239 0.569589
321.000000 4.418237 70.920115 0.571446
322.000000 4.432861 73.916739 0.573303
323.000000 4.447485 71.918989 0.575160
324.000000 4.462108 69.921240 0.577017
325.000000 4.476730 82.906613 0.578874
326.000000 4.491352 82.906613 0.580731
327.000000 4.505973 76.913364 0.582587
328.000000 4.520593 65.925740 0.584443
329.000000 4.535213 86.902112 0.586300
330.000000 4.549833 80.908863 0.588156
331.000000 4.564452 74.915614 0.590012
332.000000 4.579070 78.911113 0.591868
333.000000 4.593688 69.921240 0.593724
334.000000 4.608305 66.924615 0.595579
335.000000 4.622921 75.914489 0.597435
336.000000 4.637537 59.932491 0.599291
337.000000 4.652152 61.930241 0.601146
338.000000 4.666767 77.912239 0.603001
339.000000 4.681381 75.914489 0.604856
340.000000 4.695995 82.906613 0.606711
341.000000 4.710608 80.908863 0.608566
342.000000 4.725220 84.904363 0.610421
343.000000 4.739832 83.905488 0.612276
344.000000 4.754443 78.911113 0.614130
345.000000 4.769053 78.911113 0.615985
346.000000 4.783663 62.929116 0.617839
347.000000 4.798272 70.920115 0.619693
348.000000 4.812881 60.931366 0.621547
349.000000 4.827489 74.915614 0.623401
350.000000 4.842096 85.903237 0.625255
351.000000 4.856703 76.913364 0.627109
352.000000 4.871309 73.916739 0.628963
353.000000 4.885915 69.921240 0.630816
354.000000 4.900520 75.914489 0.632670
355.000000 4.915124 64.926865 0.634523
356.000000 4.929728 88.899862 0.636376
357.000000 4.944331 84.904363 0.638229
358.000000 4.958933 80.908863 0.640082
359.000000 4.973535 78.911113 0.641935
360.000000 4.988136 61.930241 0.643787
361.000000 5.002736 77.912239 0.645640
362.000000 5.017336 92.895361 0.647492
363.000000 5.031935 87.900987 0.649345
364.000000 5.046534 77.912239 0.651197
365.000000 5.061132 70.920115 0.653049
366.000000 5.075729 67.923490 0.654901
367.000000 5.090326 86.902112 0.656753
368.000000 5.104921 69.921240 0.658604
369.000000 5.119517 90.897612 0.660456
370.000000 5.134111 76.913364 0.662307
371.000000 5.148705 62.929116 0.664158
372.000000 5.163299 76.913364 0.666010
373.000000 5.177891 56.935867 0.667861
374.000000 5.192483 65.925740 0.669712
375.000000 5.207075 70.920115 0.671562
376.000000 5.221665 75.914489 0.673413
377.000000 5.236255 82.906613 0.675264
378.000000 5.250844 81.907738 0.677114
379.000000 5.265433 73.916739 0.678964
380.000000 5.280021 78.911113 0.680814
381.000000 5.294608 70.920115 0.682664
382.000000 5.309195 66.924615 0.684514
383.000000 5.323781 82.906613 0.686364
384.000000 5.338366 66.924615 0.688214
385.000000 5.352951 57.934742 0.690063
386.000000 5.367534 65.925740 0.691913
387.000000 5.382118 62.929116 0.693762
388.000000 5.396700 60.931366 0.695611
389.000000 5.411282 66.924615 0.697460
390.000000 5.425863 83.905488 0.699309
391.000000 5.440443 64.926865 0.701157
392.000000 5.455023 72.917864 0.703006
393.000000 5.469602 60.931366 0.704854
394.000000 5.484180 82.906613 0.706703
395.000000 5.498758 69.921240 0.708551
396.000000 5.513335 68.922365 0.710399
397.000000 5.527911 71.918989 0.712247
398.000000 5.542487 85.903237 0.714095
399.000000 5.557061 70.920115 0.715942
400.000000 5.571635 74.915614 0.717790
401.000000 5.586209 65.925740 0.719637
402.000000 5.600781 67.923490 0.721484
403.000000 5.615353 66.924615 0.723331
404.000000 5.629924 69.921240 0.725178
405.000000 5.644495 82.906613 0.727025
406.000000 5.659065 75.914489 0.728872
407.000000 5.673634 61.930241 0.730718
408.000000 5.688202 72.917864 0.732565
409.000000 5.702770 67.923490 0.734411
410.000000 5.717336 74.915614 0.736257
411.000000 5.731903 74.915614 0.738103
412.000000 5.746468 80.908863 0.739949
413.000000 5.761033 68.922365 0.741795
414.000000 5.775596 58.933616 0.743640
415.000000 5.790160 74.915614 0.745486
416.000000 5.804722 72.917864 0.747331
417.000000 5.819284 72.917864 0.749176
418.000000 5.833845 70.920115 0.751021
419.000000 5.848405 57.934742 0.752866
420.000000 5.862964 64.926865 0.754710
421.000000 5.877523 52.940367 0.756555
422.000000 5.892081 80.908863 0.758399
423.000000 5.906638 67.923490 0.760244
424.000000 5.921194 68.922365 0.762088
425.000000 5.935750 61.930241 0.763932
426.000000 5.950305 65.925740 0.765776
427.000000 5.964859 64.926865 0.767619
428.000000 5.979413 69.921240 0.769463
429.000000 5.993965 59.932491 0.771306
430.000000 6.008517 64.926865 0.773150
431.000000 6.023068 56.935867 0.774993
432.000000 6.037618 70.920115 0.776836
433.000000 6.052168 90.897612 0.778678
434.000000 6.066717 66.924615 0.780521
435.000000 6.081265 64.926865 0.782364
436.000000 6.095812 53.939242 0.784206
437.000000 6.110358 71.918989 0.786048
438.000000 6.124904 63.927991 0.787890
439.000000 6.139449 75.914489 0.789732
440.000000 6.153993 69.921240 0.791574
441.000000 6.168536 50.942618 0.793416
442.000000 6.183079 65.925740 0.795257
443.000000 6.197621 81.907738 0.797098
444.000000 6.212161 78.911113 0.798940
445.000000 6.226702 80.908863 0.800781
446.000000 6.241241 73.916739 0.802621
447.000000 6.255779 64.926865 0.804462
448.000000 6.270317 75.914489 0.806303
449.000000 6.284854 68.922365 0.808143
450.000000 6.299390 68.922365 0.809983
451.000000 6.313926 61.930241 0.811823
452.000000 6.328460 60.931366 0.813663
453.000000 6.342994 68.922365 0.815503
454.000000 6.357527 72.917864 0.817343
455.000000 6.372059 57.934742 0.819182
456.000000 6.386590 74.915614 0.821022
457.000000 6.401121 83.905488 0.822861
458.000000 6.415650 58.933616 0.824700
459.000000 6.430179 69.921240 0.826539
460.000000 6.444707 48.944868 0.828377
461.000000 6.459234 69.921240 0.830216
462.000000 6.473761 52.940367 0.832054
463.000000 6.488286 65.925740 0.833893
464.000000 6.502811 64.926865 0.835731
465.000000 6.517335 67.923490 0.837569
466.000000 6.531858 75.914489 0.839406
467.000000 6.546380 67.923490 0.841244
468.000000 6.560901 64.926865 0.843081
469.000000 6.575422 64.926865 0.844919
470.000000 6.589942 71.918989 0.846756
471.000000 6.604461 73.916739 0.848593
472.000000 6.618979 59.932491 0.850430
473.000000 6.633496 69.921240 0.852266
474.000000 6.648012 65.925740 0.854103
475.000000 6.662528 64.926865 0.855939
476.000000 6.677042 63.927991 0.857775
477.000000 6.691556 49.943743 0.859611
478.000000 6.706069 51.941492 0.861447
479.000000 6.720581 57.934742 0.863283
480.000000 6.735092 78.911113 0.865118
481.000000 6.749603 62.929116 0.866954
482.000000 6.764112 50.942618 0.868789
483.000000 6.778621 84.904363 0.870624
484.000000 6.793128 59.932491 0.872459
485.000000 6.807635 56.935867 0.874293
486.000000 6.822141 56.935867 0.876128
